1,	0.685899,	0.848114,	0.755409,	0.699092,	0.731142,	0.831803,	0.751438,	0.849287,	0.828723,	0.866247,	0.658000,	0.476769,	0.735534,	0.662893,	0.726732,	0.684769,	0.837997,	0.540570,	0.596943,	0.743024,	0.560538,	0.601242,	0.576616,	0.828299,	0.853921,	0.748866,	0.659058,	0.547523,	0.692559,	0.666934,	0.825731,	0.577376,	0.789291,	0.808508,	0.611420,	0.622463,	0.713283,	0.519199,	0.724559,	0.727651,	0.839509,	0.618960,	0.753194,	0.776742,	0.759097,	0.731724,	0.836430,	0.683713,	0.894913,	0.930666,	0.685009,	0.706805,	0.632933,	0.735315,	0.620414,	0.721974,	0.861766,	0.786321,	0.877475,	0.662109,	0.630019,	0.833622,	0.545681,	0.542297,	0.511755,	0.559512,	0.664691,	0.586040,	0.600116,	0.562320,	0.585799,	0.549793,	0.730109,	0.533134,	0.750818,	0.716162,	0.503129,	0.664670,	0.866344,	0.835475,	0.486674,	0.563681,	0.654175,	0.785964,	0.689598,	0.820012,	0.628162,	0.671403,	0.650763,	0.791701,	0.771012,	0.681852,	0.498489,	0.485439,	0.755101,	0.668602,	0.867682,	0.705233,	0.721478,	0.637931,	0.621177,	0.589709,	0.668870,	0.466795,	0.673848,	0.666987,	0.867502,	0.864038,	0.717833,	0.661972,	0.668680,	0.751827,	0.759266,	0.756968,	0.685801,	0.856612,	0.447721,	0.492680,	0.643802,	0.772885
2,	0.714953,	0.758147,	0.828857,	0.715841,	0.726199,	0.744246,	0.655761,	0.802887,	0.800807,	0.826846,	0.812893,	0.560399,	0.780266,	0.646443,	0.661964,	0.724348,	0.734186,	0.689722,	0.657993,	0.681861,	0.520053,	0.850317,	0.648306,	0.701970,	0.725952,	0.735713,	0.581736,	0.705867,	0.833122,	0.776473,	0.823831,	0.700859,	0.628719,	0.646480,	0.781588,	0.590186,	0.623926,	0.654498,	0.732817,	0.745060,	0.644518,	0.619504,	0.718487,	0.660752,	0.698944,	0.602616,	0.766010,	0.760885,	0.783639,	0.749097,	0.704859,	0.603346,	0.715018,	0.624496,	0.718361,	0.783601,	0.804080,	0.761194,	0.739418,	0.789741,	0.630400,	0.784891,	0.684381,	0.639093,	0.645758,	0.692352,	0.645030,	0.613059,	0.592040,	0.621808,	0.603929,	0.649346,	0.734974,	0.621263,	0.807054,	0.706906,	0.672532,	0.631925,	0.799129,	0.669704,	0.587333,	0.725762,	0.766656,	0.776995,	0.805219,	0.788597,	0.593552,	0.701498,	0.823051,	0.715350,	0.759851,	0.775264,	0.694506,	0.592243,	0.818098,	0.679206,	0.803308,	0.939975,	0.726757,	0.696775,	0.699736,	0.678970,	0.784252,	0.562553,	0.612320,	0.786258,	0.784968,	0.825646,	0.811057,	0.688399,	0.651456,	0.744055,	0.745341,	0.680581,	0.589300,	0.736237,	0.572006,	0.625598,	0.688686,	0.721454
3,	0.826552,	0.741849,	0.784625,	0.823296,	0.884915,	0.858856,	0.736808,	0.962455,	0.817300,	0.864245,	0.733727,	0.649751,	0.975836,	0.611581,	0.682346,	0.803878,	0.764471,	0.720610,	0.802755,	0.833315,	0.560736,	0.822795,	0.815686,	0.692928,	0.774695,	0.816623,	0.619935,	0.717440,	0.755465,	0.744882,	0.937895,	0.672862,	0.705423,	0.614155,	0.761589,	0.628648,	0.626364,	0.678628,	0.837177,	0.657543,	0.628580,	0.732678,	0.752621,	0.726892,	0.609720,	0.526089,	0.789973,	0.764257,	0.825249,	0.827745,	0.618814,	0.590110,	0.769020,	0.776917,	0.683309,	0.696820,	0.894367,	0.866993,	0.798292,	0.792732,	0.766659,	0.802886,	0.668478,	0.712334,	0.622256,	0.679636,	0.716692,	0.633311,	0.572057,	0.733660,	0.679044,	0.730537,	0.769979,	0.728179,	0.881790,	0.783339,	0.635259,	0.688350,	0.828999,	0.675986,	0.564846,	0.722879,	0.707052,	0.961930,	0.786223,	0.925550,	0.713377,	0.851928,	0.777315,	0.773790,	0.742812,	0.898570,	0.694513,	0.649204,	0.901134,	0.723602,	0.770861,	0.886340,	0.777670,	0.876169,	0.808938,	0.798410,	0.879441,	0.659225,	0.550318,	0.759668,	0.882288,	0.769625,	0.685230,	0.897381,	0.881566,	0.614857,	0.809152,	0.870219,	0.685535,	0.783156,	0.583381,	0.631227,	0.785333,	0.839558
4,	0.780684,	0.784224,	0.853719,	0.824356,	0.839888,	0.881152,	0.709919,	0.972879,	0.965511,	0.964290,	0.770078,	0.580386,	0.955603,	0.656501,	0.715521,	0.827824,	0.804995,	0.703517,	0.686173,	0.759631,	0.607159,	0.727702,	0.736774,	0.798914,	0.857180,	0.801999,	0.643324,	0.680516,	0.855020,	0.800936,	0.937804,	0.698069,	0.717195,	0.747370,	0.757624,	0.673146,	0.725457,	0.627648,	0.854766,	0.744069,	0.776931,	0.685360,	0.753030,	0.756424,	0.787582,	0.657152,	0.861636,	0.797258,	0.909153,	0.879155,	0.737612,	0.640777,	0.780663,	0.768010,	0.775551,	0.828687,	0.951925,	0.836880,	0.859312,	0.788247,	0.703777,	0.820815,	0.643526,	0.663805,	0.633956,	0.686856,	0.726018,	0.642035,	0.584048,	0.647097,	0.715102,	0.630040,	0.885175,	0.647037,	0.897706,	0.763606,	0.594669,	0.678623,	0.969777,	0.792709,	0.624707,	0.697316,	0.746781,	0.951743,	0.800870,	0.985810,	0.688602,	0.762687,	0.807833,	0.833730,	0.799994,	0.775654,	0.694944,	0.607530,	0.908592,	0.776055,	0.935132,	0.856126,	0.753314,	0.768589,	0.751979,	0.670461,	0.885376,	0.589203,	0.664336,	0.694083,	0.881203,	0.936698,	0.888965,	0.826307,	0.729389,	0.800090,	0.833759,	0.790201,	0.657534,	0.864524,	0.533858,	0.649571,	0.777871,	0.864573
5,	0.967782,	0.830859,	0.924242,	0.988400,	0.938655,	0.922791,	0.830420,	0.961044,	0.838964,	0.979418,	0.835566,	0.678000,	1.004290,	0.882423,	0.737964,	0.909829,	0.762147,	0.843967,	0.831644,	0.952488,	0.675881,	0.859217,	0.868199,	0.679889,	0.858056,	0.893593,	0.642938,	0.785350,	0.900179,	0.904145,	0.964948,	0.804962,	0.687544,	0.653065,	0.876281,	0.706270,	0.591253,	0.707550,	0.800931,	0.838210,	0.610713,	0.807314,	0.815712,	0.769404,	0.646630,	0.543548,	0.883072,	0.854959,	0.840439,	0.814935,	0.644367,	0.674937,	0.879083,	0.798902,	0.758445,	0.846101,	0.860581,	0.964498,	0.803376,	0.811438,	0.862636,	0.955995,	0.823972,	0.797650,	0.740172,	0.771357,	0.877520,	0.810897,	0.574796,	0.804984,	0.758444,	0.791377,	0.827285,	0.807602,	0.943271,	0.930943,	0.649184,	0.755119,	0.847565,	0.662737,	0.632388,	0.900341,	0.809059,	0.969003,	0.749570,	0.981176,	0.845316,	0.893038,	0.955691,	0.927672,	0.844624,	0.945394,	0.843116,	0.741358,	0.931664,	0.993282,	0.830671,	0.942206,	0.947697,	0.922191,	0.957916,	0.850386,	0.957846,	0.714731,	0.696293,	0.843942,	0.836786,	0.841723,	0.833737,	1.012434,	0.804547,	0.797368,	0.847027,	0.868765,	0.728194,	0.890476,	0.597263,	0.769384,	0.941161,	0.894831
6,	0.633973,	0.643582,	0.654445,	0.768251,	0.625302,	0.618711,	0.685478,	0.654025,	0.626053,	0.631971,	0.735115,	0.809354,	0.710833,	0.692683,	0.619970,	0.658880,	0.551221,	1.003489,	0.691654,	0.719925,	0.594069,	0.749235,	0.695702,	0.501595,	0.602750,	0.680086,	0.477582,	0.712197,	0.703372,	0.684533,	0.646969,	0.632193,	0.577492,	0.536087,	0.766380,	0.578981,	0.477476,	0.750679,	0.777146,	0.633524,	0.466200,	0.593025,	0.634219,	0.593202,	0.517606,	0.471088,	0.627918,	0.674612,	0.564163,	0.555307,	0.547569,	0.520117,	0.823735,	0.589814,	0.589631,	0.625699,	0.616006,	0.664762,	0.573523,	0.710128,	0.772385,	0.618871,	0.741886,	0.727502,	0.723499,	0.642877,	0.685834,	0.698757,	0.517446,	0.835691,	0.663705,	0.832434,	0.634750,	0.845106,	0.735999,	0.653073,	0.620161,	0.610626,	0.569455,	0.522993,	0.637826,	0.862486,	0.615293,	0.682235,	0.704571,	0.693537,	0.616514,	0.795386,	0.717833,	0.619376,	0.651738,	0.741439,	0.822863,	0.778955,	0.683391,	0.698018,	0.577478,	0.806228,	0.776737,	1.052423,	0.805824,	0.779216,	0.860480,	0.850502,	0.582191,	0.751089,	0.669150,	0.583215,	0.662433,	0.719618,	0.704317,	0.567402,	0.646591,	0.613227,	0.508817,	0.571634,	0.818956,	0.894802,	0.792071,	0.631883
7,	0.784804,	0.706122,	0.794833,	0.922113,	0.740305,	0.781489,	0.755845,	0.800529,	0.750687,	0.776104,	0.752910,	0.747171,	0.842116,	0.821227,	0.687855,	0.812495,	0.645432,	0.825222,	0.834107,	0.807388,	0.636192,	0.785419,	0.728028,	0.587930,	0.718303,	0.762371,	0.558924,	0.751583,	0.762303,	0.813023,	0.791427,	0.843456,	0.633531,	0.581978,	0.859575,	0.706085,	0.563280,	0.740432,	0.773709,	0.740071,	0.553486,	0.712524,	0.755953,	0.649376,	0.593785,	0.515335,	0.778543,	0.773160,	0.704964,	0.660808,	0.601904,	0.590223,	0.907192,	0.728360,	0.704860,	0.733524,	0.726960,	0.828641,	0.689871,	0.799222,	0.811273,	0.737195,	0.743794,	0.818652,	0.743666,	0.732821,	0.818013,	0.732469,	0.553287,	0.727365,	0.707335,	0.822516,	0.712233,	0.759536,	0.844896,	0.820090,	0.668429,	0.661679,	0.699211,	0.589237,	0.648489,	0.878381,	0.733735,	0.841024,	0.719188,	0.817233,	0.736143,	0.801799,	0.819535,	0.788033,	0.722255,	0.870559,	0.787516,	0.722945,	0.763721,	0.889850,	0.671720,	0.846484,	0.836887,	0.867242,	0.883092,	0.794624,	0.825560,	0.672744,	0.652215,	0.791047,	0.769360,	0.719331,	0.755223,	0.853330,	0.710054,	0.726885,	0.787350,	0.728119,	0.613368,	0.727727,	0.653016,	0.904181,	0.897849,	0.769451
8,	0.792053,	0.755714,	0.961089,	0.867822,	0.821363,	0.832985,	0.797603,	0.995692,	0.878098,	0.971879,	0.802480,	0.559877,	0.889277,	0.787600,	0.688890,	0.809502,	0.817495,	0.661650,	0.717563,	0.895825,	0.728714,	0.709848,	0.728193,	0.691604,	0.832481,	0.837470,	0.634333,	0.674790,	0.884465,	0.826909,	0.887803,	0.746125,	0.658173,	0.690839,	0.790519,	0.713904,	0.573782,	0.595153,	0.769122,	0.792820,	0.651478,	0.721200,	0.762081,	0.742049,	0.702846,	0.576583,	0.967879,	0.749542,	0.896534,	0.855000,	0.744321,	0.669850,	0.748017,	0.837124,	0.791170,	0.751972,	0.806643,	0.844962,	0.823597,	0.713028,	0.736788,	0.953152,	0.631955,	0.626343,	0.566726,	0.638963,	0.889786,	0.771169,	0.522497,	0.703111,	0.721022,	0.634818,	0.757507,	0.644101,	0.856108,	0.823149,	0.584580,	0.721378,	0.854468,	0.651971,	0.670263,	0.773973,	0.765716,	0.891507,	0.636406,	0.854264,	0.827318,	0.885653,	0.833580,	0.932116,	0.702890,	0.785919,	0.676792,	0.699176,	0.772566,	0.827483,	0.895597,	0.786544,	0.788975,	0.760054,	0.753177,	0.699200,	0.809880,	0.587236,	0.798697,	0.770606,	0.828568,	0.756411,	0.820651,	0.832956,	0.721442,	0.862220,	0.788135,	0.826195,	0.785062,	0.913354,	0.515349,	0.633884,	0.762987,	0.802520
9,	0.702872,	0.637228,	0.650481,	0.781098,	0.649358,	0.593613,	0.625931,	0.634900,	0.592849,	0.613072,	0.771386,	0.757131,	0.690349,	0.724653,	0.598368,	0.676732,	0.531720,	0.953266,	0.665160,	0.701335,	0.579818,	0.817613,	0.647621,	0.497750,	0.578057,	0.675061,	0.478703,	0.756101,	0.700367,	0.703881,	0.690346,	0.699686,	0.575407,	0.492966,	0.804237,	0.575613,	0.480669,	0.760737,	0.682916,	0.706541,	0.444938,	0.592286,	0.636933,	0.569931,	0.526749,	0.448515,	0.626718,	0.675755,	0.577458,	0.563829,	0.564792,	0.501291,	0.773732,	0.589166,	0.619362,	0.713745,	0.579748,	0.680029,	0.552850,	0.745414,	0.692217,	0.642367,	0.723862,	0.719012,	0.684399,	0.667116,	0.656515,	0.650510,	0.560912,	0.763743,	0.672195,	0.776252,	0.590542,	0.821695,	0.716493,	0.769906,	0.729982,	0.596654,	0.533579,	0.496037,	0.623287,	0.820889,	0.694699,	0.674165,	0.669135,	0.667086,	0.599530,	0.759897,	0.788515,	0.615638,	0.637530,	0.730980,	0.924121,	0.806533,	0.651666,	0.724575,	0.587779,	0.817390,	0.761113,	0.905718,	0.749012,	0.728206,	0.777635,	0.803581,	0.560700,	0.744818,	0.632579,	0.591140,	0.691849,	0.714149,	0.692939,	0.580619,	0.588664,	0.590762,	0.511745,	0.546127,	0.743501,	0.926040,	0.759518,	0.607834
10,	0.808000,	0.734019,	0.777455,	0.885856,	0.836079,	0.760467,	0.764951,	0.823556,	0.771631,	0.848411,	0.686784,	0.645287,	0.891295,	0.785914,	0.659005,	0.874159,	0.649863,	0.739368,	0.916391,	0.862534,	0.607199,	0.813217,	0.797868,	0.586130,	0.672698,	0.739262,	0.643924,	0.686764,	0.734435,	0.901217,	0.861878,	0.825969,	0.597318,	0.610021,	0.797067,	0.607298,	0.535026,	0.623609,	0.670364,	0.665975,	0.520462,	0.816859,	0.753408,	0.650587,	0.555582,	0.479459,	0.749447,	0.732415,	0.691591,	0.677715,	0.583763,	0.607377,	0.801196,	0.700110,	0.685131,	0.672168,	0.770140,	0.954991,	0.691731,	0.762024,	0.750122,	0.767824,	0.805311,	0.864101,	0.931360,	0.968547,	0.789146,	0.731736,	0.563433,	0.704999,	0.685154,	0.800948,	0.750197,	0.716575,	0.882932,	0.811187,	0.613337,	0.645498,	0.680056,	0.583053,	0.575698,	0.790952,	0.704419,	0.890894,	0.768281,	0.828369,	0.716056,	0.711644,	0.767656,	0.779460,	0.732751,	0.954688,	0.727863,	0.653436,	0.824605,	0.865975,	0.706877,	0.913046,	0.857271,	0.810036,	1.046069,	0.740169,	0.819378,	0.663983,	0.577390,	0.803150,	0.778688,	0.774259,	0.732986,	0.850706,	0.693567,	0.687909,	0.811502,	0.800338,	0.590324,	0.720820,	0.604072,	0.752676,	0.931220,	0.792407
