THRESH TP FP TN FN ESPECIFICIDADE SENSITIVIDADE
0.091000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.092000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.093000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.094000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.095000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.096000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.097000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.098000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.099000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.100000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.101000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.102000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.103000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.104000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.105000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.106000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.107000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.108000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.109000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.110000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.111000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.112000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.113000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.114000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.115000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.116000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.117000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.118000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.119000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.120000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.121000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.122000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.123000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.124000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.125000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.126000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.127000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.128000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.129000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.130000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.131000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.132000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.133000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.134000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.135000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.136000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.137000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.138000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.139000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.140000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.141000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.142000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.143000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.144000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.145000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.146000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.147000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.148000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.149000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.150000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.151000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.152000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.153000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.154000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.155000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.156000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.157000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.158000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.159000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.160000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.161000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.162000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.163000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.164000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.165000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.166000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.167000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.168000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.169000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.170000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.171000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.172000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.173000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.174000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.175000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.176000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.177000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.178000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.179000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.180000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.181000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.182000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.183000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.184000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.185000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.186000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.187000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.188000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.189000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.190000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.191000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.192000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.193000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.194000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.195000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.196000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.197000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.198000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.199000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.200000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.201000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.202000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.203000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.204000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.205000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.206000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.207000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.208000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.209000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.210000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.211000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.212000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.213000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.214000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.215000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.216000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.217000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.218000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.219000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.220000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.221000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.222000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.223000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.224000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.225000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.226000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.227000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.228000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.229000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.230000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.231000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.232000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.233000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.234000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.235000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.236000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.237000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.238000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.239000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.240000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.241000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.242000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.243000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.244000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.245000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.246000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.247000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.248000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.249000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.250000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.251000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.252000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.253000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.254000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.255000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.256000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.257000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.258000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.259000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.260000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.261000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.262000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.263000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.264000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.265000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.266000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.267000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.268000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.269000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.270000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.271000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.272000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.273000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.274000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.275000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.276000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.277000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.278000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.279000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.280000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.281000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.282000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.283000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.284000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.285000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.286000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.287000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.288000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.289000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.290000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.291000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.292000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.293000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.294000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.295000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.296000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.297000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.298000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.299000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.300000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.301000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.302000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.303000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.304000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.305000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.306000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.307000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.308000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.309000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.310000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.311000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.312000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.313000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.314000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.315000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.316000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.317000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.318000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.319000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.320000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.321000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.322000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.323000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.324000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.325000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.326000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.327000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.328000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.329000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.330000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.331000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.332000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.333000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.334000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.335000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.336000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.337000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.338000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.339000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.340000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.341000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.342000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.343000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.344000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.345000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.346000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.347000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.348000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.349000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.350000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.351000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.352000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.353000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.354000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.355000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.356000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.357000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.358000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.359000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.360000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.361000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.362000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.363000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.364000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.365000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.366000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.367000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.368000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.369000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.370000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.371000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.372000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.373000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.374000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.375000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.376000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.377000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.378000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.379000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.380000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.381000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.382000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.383000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.384000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
0.385000 100.000000 1090.000000 0.000000 0.000000 0.000000 1.000000
