1,	0.081138,	0.219762,	0.045075,	0.032372,	0.014164,	0.132457,	0.065344,	0.055748,	0.182422,	0.015486,	0.034725,	0.023376,	0.038893,	0.036863,	0.272818,	0.103083,	0.035509,	0.171949,	0.157001,	0.031542,	0.148235,	0.026313,	0.069573,	0.339946,	0.450704,	0.076063,	0.169704,	0.340054,	0.111603,	0.081553,	0.044937,	0.224437,	0.237216,	0.399431,	0.013241,	0.260346,	0.262991,	0.011242,	0.184929,	0.068435,	0.222407,	0.170765,	0.315079,	0.247997,	0.051918,	0.196694,	0.041184,	0.282430,	0.131765,	0.053456,	0.009366,	0.352326,	0.085336,	0.049489,	0.116386,	0.113326,	0.002830,	0.098824,	0.349143,	0.195679,	0.039293,	0.083691,	0.192649,	0.079431,	0.163768,	0.073033,	0.182145,	0.108251,	0.184990,	0.122045,	0.015886,	0.085905,	0.091257,	0.105944,	0.033218,	0.051165,	0.026928,	0.252395,	0.177193,	0.307143,	0.004106,	0.099731,	0.254256,	0.283445,	0.103914,	0.047643,	0.097424,	0.025098,	0.071511,	0.058793,	0.227374,	0.091242,	0.167274,	0.068712,	0.159262,	0.187174,	0.015748,	0.037770,	0.115171,	0.008443,	0.228481,	0.307882,	0.226574,	0.006797,	0.047612,	0.004460,	0.086459,	0.109112,	0.132595,	0.116755,	0.089258,	0.109112,	0.179008,	0.107912,	0.283552,	0.257762,	0.034679,	0.054840,	0.114325,	0.014364
2,	0.282153,	0.179070,	0.370396,	0.114679,	0.362138,	0.148020,	0.333041,	0.324598,	0.125167,	0.022115,	0.186851,	0.201415,	0.106436,	0.190557,	0.037124,	0.367874,	0.229173,	0.296640,	0.189912,	0.178285,	0.079431,	0.087951,	0.297839,	0.138531,	0.232695,	0.194940,	0.104806,	0.228312,	0.322768,	0.335040,	0.214041,	0.057009,	0.088028,	0.064037,	0.022622,	0.104098,	0.070896,	0.194110,	0.123291,	0.206121,	0.123952,	0.135732,	0.085321,	0.056640,	0.181223,	0.062714,	0.193956,	0.234587,	0.113618,	0.086982,	0.010135,	0.073249,	0.171565,	0.165982,	0.182776,	0.278231,	0.225006,	0.135763,	0.132134,	0.306282,	0.266390,	0.178224,	0.274694,	0.286951,	0.294548,	0.282553,	0.257501,	0.134794,	0.096870,	0.097839,	0.052441,	0.287536,	0.232557,	0.191250,	0.100346,	0.493180,	0.105298,	0.077862,	0.303099,	0.089658,	0.004921,	0.214979,	0.312449,	0.250780,	0.136947,	0.258501,	0.073495,	0.044598,	0.345190,	0.164783,	0.214764,	0.264406,	0.299654,	0.204198,	0.431680,	0.113587,	0.060669,	0.210150,	0.327413,	0.049396,	0.199477,	0.167689,	0.343806,	0.163783,	0.131242,	0.011995,	0.063914,	0.202245,	0.243522,	0.259439,	0.049781,	0.273141,	0.146682,	0.107020,	0.134856,	0.172364,	0.147589,	0.239815,	0.275217,	0.193280
3,	0.274910,	0.173641,	0.408012,	0.051842,	0.416209,	0.208043,	0.377270,	0.297839,	0.073649,	0.010996,	0.070373,	0.000308,	0.170611,	0.191142,	0.078585,	0.311665,	0.220838,	0.144975,	0.155433,	0.172180,	0.035986,	0.190711,	0.322707,	0.100761,	0.228389,	0.053395,	0.154925,	0.199154,	0.210504,	0.304744,	0.241246,	0.100377,	0.074817,	0.097978,	0.043106,	0.143745,	0.039293,	0.218562,	0.177947,	0.031542,	0.116678,	0.131780,	0.124644,	0.055825,	0.137255,	0.076955,	0.239523,	0.345959,	0.075048,	0.007336,	0.000953,	0.104744,	0.065575,	0.178285,	0.241415,	0.127674,	0.190404,	0.220038,	0.123076,	0.232664,	0.262545,	0.219639,	0.237124,	0.271465,	0.281584,	0.257624,	0.250350,	0.054148,	0.092026,	0.078954,	0.073572,	0.295717,	0.275002,	0.145313,	0.140408,	0.539654,	0.201046,	0.148143,	0.339962,	0.066605,	0.000108,	0.027389,	0.206044,	0.256424,	0.038339,	0.328658,	0.023099,	0.015302,	0.056547,	0.115309,	0.105636,	0.274095,	0.139254,	0.075094,	0.394817,	0.148251,	0.136686,	0.297424,	0.475755,	0.124214,	0.305621,	0.276278,	0.271265,	0.142161,	0.010750,	0.000123,	0.055855,	0.193941,	0.072757,	0.175671,	0.106190,	0.209519,	0.101300,	0.090627,	0.103868,	0.201446,	0.144514,	0.057086,	0.243660,	0.224714
4,	0.455994,	0.338916,	0.357093,	0.177839,	0.361215,	0.258793,	0.340438,	0.394448,	0.239769,	0.068712,	0.153633,	0.132503,	0.307697,	0.217470,	0.167874,	0.131672,	0.314371,	0.335148,	0.259193,	0.106959,	0.102361,	0.127582,	0.100161,	0.182499,	0.249750,	0.190342,	0.151634,	0.319077,	0.353618,	0.466128,	0.349573,	0.152818,	0.116955,	0.112388,	0.113141,	0.217332,	0.118155,	0.261699,	0.071649,	0.243214,	0.204475,	0.193879,	0.236032,	0.094610,	0.162184,	0.185467,	0.411457,	0.397078,	0.269466,	0.141807,	0.011842,	0.156294,	0.231496,	0.349481,	0.473479,	0.363214,	0.030342,	0.391142,	0.224252,	0.258485,	0.272710,	0.445229,	0.305083,	0.325567,	0.304191,	0.399800,	0.363906,	0.128474,	0.089996,	0.271895,	0.100069,	0.313449,	0.305236,	0.179500,	0.268835,	0.197186,	0.128750,	0.198908,	0.342330,	0.182038,	0.002061,	0.223237,	0.373210,	0.496855,	0.171688,	0.514418,	0.063376,	0.014025,	0.246398,	0.138624,	0.230896,	0.403599,	0.389081,	0.208074,	0.382099,	0.227805,	0.161307,	0.344990,	0.326905,	0.172457,	0.368443,	0.250150,	0.254671,	0.048966,	0.173103,	0.008889,	0.030788,	0.506374,	0.253456,	0.388097,	0.172088,	0.368735,	0.198262,	0.174056,	0.197293,	0.361184,	0.155463,	0.222530,	0.515786,	0.157401
5,	0.299977,	0.212764,	0.297393,	0.089842,	0.171119,	0.169396,	0.250550,	0.177962,	0.184452,	0.077247,	0.082368,	0.004583,	0.228973,	0.219316,	0.113495,	0.075709,	0.201230,	0.321107,	0.168766,	0.136301,	0.106267,	0.246797,	0.160062,	0.100823,	0.150142,	0.099193,	0.097378,	0.186052,	0.257639,	0.327689,	0.204029,	0.141238,	0.051334,	0.044260,	0.100146,	0.141884,	0.033987,	0.091826,	0.162184,	0.112710,	0.092995,	0.141515,	0.138608,	0.033741,	0.138839,	0.113249,	0.220192,	0.244029,	0.333764,	0.342561,	0.001415,	0.103314,	0.176501,	0.102330,	0.188712,	0.265913,	0.029542,	0.227897,	0.141130,	0.141684,	0.213456,	0.289012,	0.382453,	0.222884,	0.241738,	0.207059,	0.223822,	0.147912,	0.024175,	0.368320,	0.149296,	0.264714,	0.326613,	0.208243,	0.229650,	0.189681,	0.240877,	0.195571,	0.217993,	0.069097,	0.000000,	0.114048,	0.231849,	0.284890,	0.208320,	0.278785,	0.099885,	0.021315,	0.141238,	0.081123,	0.111972,	0.463960,	0.232049,	0.118724,	0.292503,	0.316863,	0.241123,	0.264575,	0.326736,	0.199154,	0.501607,	0.247320,	0.217562,	0.067174,	0.159462,	0.000000,	0.034141,	0.220038,	0.185175,	0.395863,	0.272895,	0.187974,	0.154525,	0.107497,	0.270742,	0.225436,	0.127520,	0.107251,	0.330488,	0.115894
6,	0.236417,	0.150188,	0.177639,	0.179408,	0.074817,	0.062960,	0.191865,	0.062284,	0.167197,	0.048551,	0.131596,	0.223576,	0.228389,	0.216824,	0.061699,	0.023899,	0.065636,	0.305421,	0.196924,	0.104821,	0.062145,	0.281815,	0.124737,	0.045167,	0.090734,	0.103483,	0.121292,	0.122845,	0.161738,	0.109204,	0.172134,	0.191065,	0.071080,	0.045582,	0.100900,	0.098501,	0.074510,	0.043337,	0.153864,	0.157985,	0.026236,	0.118939,	0.102345,	0.041968,	0.037063,	0.096501,	0.081692,	0.139854,	0.054933,	0.055363,	0.014302,	0.035909,	0.270188,	0.037601,	0.067620,	0.096501,	0.013487,	0.151173,	0.055579,	0.302345,	0.078401,	0.089135,	0.126367,	0.254287,	0.109881,	0.239354,	0.120600,	0.123660,	0.007428,	0.201399,	0.239600,	0.186405,	0.262760,	0.241615,	0.197678,	0.104698,	0.307020,	0.245644,	0.147143,	0.103191,	0.039769,	0.292103,	0.135425,	0.207182,	0.253226,	0.215840,	0.042676,	0.049443,	0.150250,	0.061007,	0.239877,	0.195079,	0.242584,	0.250534,	0.258716,	0.218008,	0.277847,	0.186067,	0.291503,	0.235125,	0.214487,	0.140730,	0.195356,	0.068158,	0.147559,	0.063775,	0.082553,	0.114648,	0.121415,	0.242445,	0.126705,	0.077985,	0.092441,	0.050073,	0.063391,	0.148897,	0.127459,	0.302991,	0.287735,	0.049489
7,	0.262607,	0.358554,	0.172057,	0.129273,	0.174425,	0.226374,	0.292549,	0.150342,	0.107036,	0.017009,	0.039246,	0.000123,	0.282691,	0.214010,	0.429327,	0.130119,	0.134256,	0.263699,	0.128120,	0.070542,	0.076309,	0.234894,	0.101838,	0.245075,	0.433126,	0.073572,	0.335010,	0.363399,	0.173733,	0.151265,	0.350557,	0.502084,	0.367505,	0.397539,	0.072849,	0.562153,	0.327474,	0.072834,	0.129858,	0.039462,	0.418716,	0.276417,	0.498301,	0.384867,	0.110527,	0.359831,	0.157493,	0.577824,	0.105898,	0.015671,	0.001584,	0.459423,	0.087105,	0.125367,	0.217516,	0.101838,	0.004614,	0.337055,	0.476448,	0.211134,	0.163168,	0.175563,	0.171288,	0.164983,	0.174087,	0.153618,	0.315925,	0.077801,	0.352388,	0.193295,	0.294641,	0.244521,	0.306820,	0.206797,	0.233310,	0.222191,	0.246797,	0.535456,	0.505129,	0.384114,	0.000000,	0.041200,	0.477586,	0.452734,	0.055886,	0.275371,	0.035279,	0.014656,	0.048197,	0.080953,	0.222438,	0.272987,	0.208474,	0.156048,	0.326059,	0.273895,	0.403522,	0.288720,	0.361938,	0.284767,	0.401738,	0.681492,	0.220915,	0.042953,	0.016809,	0.000000,	0.064329,	0.181530,	0.105359,	0.192018,	0.141438,	0.182376,	0.134425,	0.121138,	0.185944,	0.491642,	0.134917,	0.196278,	0.281138,	0.103499
8,	0.273664,	0.198262,	0.315386,	0.183591,	0.074264,	0.207151,	0.189850,	0.159723,	0.332165,	0.141869,	0.083460,	0.139885,	0.122061,	0.177609,	0.194387,	0.117109,	0.185759,	0.283260,	0.203583,	0.119400,	0.218916,	0.061284,	0.142591,	0.228835,	0.264268,	0.254917,	0.058347,	0.258947,	0.353526,	0.334210,	0.112065,	0.121615,	0.181100,	0.183206,	0.077801,	0.203722,	0.185021,	0.069158,	0.149296,	0.242184,	0.157924,	0.162184,	0.229850,	0.155125,	0.134102,	0.117816,	0.139931,	0.233233,	0.287751,	0.232157,	0.080738,	0.209304,	0.280846,	0.129381,	0.208289,	0.232095,	0.013533,	0.112541,	0.374825,	0.108973,	0.204183,	0.222453,	0.344929,	0.197216,	0.281876,	0.212857,	0.258301,	0.189097,	0.051365,	0.206351,	0.080261,	0.191326,	0.183791,	0.304391,	0.171426,	0.086567,	0.082722,	0.167982,	0.125183,	0.165967,	0.000723,	0.218870,	0.315617,	0.293672,	0.323875,	0.115263,	0.190481,	0.087305,	0.278939,	0.138347,	0.139639,	0.317309,	0.233187,	0.129519,	0.192680,	0.292488,	0.066498,	0.128166,	0.095056,	0.058101,	0.257916,	0.207766,	0.240077,	0.032157,	0.225129,	0.000615,	0.203506,	0.236232,	0.330642,	0.381715,	0.139300,	0.293733,	0.294641,	0.259331,	0.352326,	0.253856,	0.107620,	0.165367,	0.302545,	0.046597
9,	0.200646,	0.103130,	0.175517,	0.227266,	0.072157,	0.056624,	0.155509,	0.080907,	0.060930,	0.045229,	0.483060,	0.237662,	0.204152,	0.170734,	0.045752,	0.066790,	0.068543,	0.395094,	0.106559,	0.086597,	0.013087,	0.182084,	0.087305,	0.057655,	0.079754,	0.115217,	0.123676,	0.178008,	0.272203,	0.115217,	0.152710,	0.206505,	0.030065,	0.012303,	0.084906,	0.093210,	0.017486,	0.044460,	0.045013,	0.253241,	0.023576,	0.079123,	0.076386,	0.003368,	0.066052,	0.074894,	0.074325,	0.091934,	0.046536,	0.085044,	0.056547,	0.029835,	0.204198,	0.025882,	0.053149,	0.245813,	0.046690,	0.103514,	0.030773,	0.128981,	0.067697,	0.078739,	0.090704,	0.135025,	0.080338,	0.152203,	0.102930,	0.048981,	0.021469,	0.188666,	0.247197,	0.096640,	0.125936,	0.194002,	0.171642,	0.092611,	0.218116,	0.181423,	0.119569,	0.060408,	0.000292,	0.227989,	0.277063,	0.127705,	0.127566,	0.156125,	0.019823,	0.006490,	0.378347,	0.041707,	0.132611,	0.177993,	0.308481,	0.296086,	0.214656,	0.178854,	0.195832,	0.132426,	0.158308,	0.158631,	0.126444,	0.082907,	0.145313,	0.061038,	0.106405,	0.001123,	0.018162,	0.116724,	0.157555,	0.209596,	0.070696,	0.084475,	0.056594,	0.014287,	0.066098,	0.125167,	0.103237,	0.430988,	0.236755,	0.048120
10,	0.117678,	0.207090,	0.048735,	0.034494,	0.021361,	0.048627,	0.161707,	0.070634,	0.257978,	0.014917,	0.038970,	0.037216,	0.022453,	0.173103,	0.037601,	0.071711,	0.053318,	0.106052,	0.342161,	0.147574,	0.317447,	0.022438,	0.198693,	0.144821,	0.125998,	0.195448,	0.032680,	0.118785,	0.069742,	0.081907,	0.047474,	0.036002,	0.181192,	0.162030,	0.009673,	0.081815,	0.153372,	0.046967,	0.162107,	0.101130,	0.076863,	0.166720,	0.060561,	0.164783,	0.052980,	0.041938,	0.035186,	0.048504,	0.120154,	0.046905,	0.001707,	0.054717,	0.109466,	0.151496,	0.042061,	0.117216,	0.009412,	0.031557,	0.236694,	0.162891,	0.107266,	0.054241,	0.194141,	0.267097,	0.166444,	0.234248,	0.284752,	0.330903,	0.023314,	0.101346,	0.009781,	0.213626,	0.214241,	0.407905,	0.026113,	0.026943,	0.016424,	0.041292,	0.080123,	0.154817,	0.023791,	0.123368,	0.084275,	0.269435,	0.095087,	0.037662,	0.286844,	0.178562,	0.127182,	0.274756,	0.184898,	0.072188,	0.142407,	0.229865,	0.071296,	0.066897,	0.011334,	0.029573,	0.030973,	0.004814,	0.056547,	0.047351,	0.132395,	0.152526,	0.139146,	0.032757,	0.373518,	0.060254,	0.212057,	0.153526,	0.031296,	0.120431,	0.174179,	0.378824,	0.114710,	0.094133,	0.165244,	0.204291,	0.199569,	0.020946
